date,description,sources,comments
January 1991,"Alleged former intelligence community member “John Grace” publishes a series of books on the “Matrix” under the pseudonym “Valdamar Valerian.” Grace claims “grey aliens” await a human being in the “light” when they die, and the human being is recycled into another body and the process begins again. Grace claims these “entities view Earth as a big farm” and utilized advanced technology to project images of loved ones to convince souls to reincarnate on Earth in a repeated cycle.",[],"['This concept is repeated by the remote viewing group the Farsight Institute, who calls it a “Death Trap.” Former SRI contractor (who itself was a contractor for the Army) Robert Monroe states something similar, that interdimensional beings harvest humanity for their energy and force them to repeat their lives on Earth. Former UK politician Simon Parkes states “reptilians” are in control of a soul recycling system. Buddhism teaches reincarnation is an endless cycle of suffering only broken by enlightenment, while ancient Greek Gnosticism teaches humans are divine souls trapped in the physical world where escape can only be achieved by not worshiping the false god (Demiurge), but rather, gaining secret esoteric knowledge about who humans really are, where they are from, how parasitical entities work and how how to be free of a soul trap ran by entities they refer to as “Archons.”']"
6 March 1991,"Jesse A. Marcel states when he was 11 and lived in Roswell NM, in July 1947, his father Maj. Jesse Marcel was awakened in the middle of the night by his father, who was excited and saw “debris” his father brought home in his car from the desert; a thick metallic foil, a brittle brownish-black plastic like material like Bakelite; and fragments of I-beams with hieroglyphics in a purple-violet hue. His father told him it was recovered from a crash site northwest of Roswell.",[],[]
16 March 1991,"A retired operating room nurse “Mary” states she was assigned to the Medical Lab at Los Alamos during WWII and sometime afterward; she claims bodies were flown into Los Alamos, which was classified as a “Green Base,” indicating it had the highest priority to conduct radical research under the MED program during the 1940s; everyone inside had to have a Q clearance.",[],[]
12 April 1991,"Carolyn Brazil claims her uncle, Ralph Scheibly, who worked for the Raymond Concrete Pile Company in the Bay Area, was on a government project in New Mexico or Arizona in 1946 or 1947; Scheibly states at dusk they heard a loud explosion nearby; when they went to investigate they saw the wreckage of a “strange craft” like looking through a fog; they saw three small beings outside the craft, one crawling away from the debris; soon after, military people came to the scene and took over the site; all witnesses were rounded up, driven to a small building where the live alien was delivered in a separate vehicle, separated, and told they witnessed a secret US project that failed and was told not to talk about the incident; the uncle claims he was brainwashed for several hours before being released and he was mad about the cover-up until his death in 1952.",[],[]
22 May 1991,"Jacques Vallée states Prince Hans-Adam II, head of state of Liechtenstein, funded a study to determine how many Americans had been abducted by aliens and gave",[],[]
July 1991,"Ret. USAF Sgt. states he saw a report of a landing of a saucer type craft over the north range of White Sands Missile Range near Tularosa. Askania and Mitchell tracking cameras showed a craft resting near a hillside, slightly tilted, with a large round dome shaped disc with a flat bottom, no landing gear or windows but an access opening. Base personnel were around the craft wearing suits, climbing on top of the craft. The report he saw was a technical description for the AMC and ATIC that recorded dimensional, material and structural specifications and radar data. The report was done by a German scientific team headed by Ernst Steinhoff and Wernher von Braun.",[],[]
July 1991,"A ret. USAF Col. tells ufologist Tim Cooper early UAP were thought to be German, used nuclear power in a way not understood and were composed of metals and plastics not known on Earth. The USAF panicked when it recovered flying discs in the Mojave Desert and New Mexico, he claimed, and transported them to Muroc AFB and Langley; they were lifting bodies that looked like inverted bathtubs that looked like a “pod” or short-range recon probe. Von Braun, Condon, Oppenheimer and Teller worked on scientific research of the crash retrievals he claimed.",[],[]
July 1991,"Informant Third Class Petty Officer S.M., a specialist trained to translate Russian transmissions, decoded a report that stated a UFO crashed in two parts near Penkridge, England and West Germany. The retrievals were conducted by AFI and shipped to WPAFB and US and NATO interceptors were involved. The words NATO “artifact” retrievals were used.",[],[]
9 July 1991,"Sappho Henderson, the wife of Oliver W. Henderson, states in an affidavit that her husband in 1980-1981 picked up a newspaper at a grocery store in San Diego and saw an article describing a crash of a UFO outside Roswell with bodies of aliens; she states he told her “I want you to read this article, because it’s a true story. I’m the pilot who flew the wreckage of the UFO to Dayton, Ohio. I guess now that they’re putting it in the paper, I can tell you about this. I wanted to tell you for years.” She states he described the beings as small with large heads for their size; their suits were made of material different than he had ever seen and they looked strange; they were packed in dry ice; he had not been aware of the book the Roswell Incident at that time.",[],[]
28 July 1991,"Alleged NRO document on a “Blue Fire” sequence informs associated groups and operations that civilian flying saucer organizations will be protesting in Rachel, NV. Among those notified are: Commanders Net, ROYAL Ops, COSMIC Ops, MAJ Ops, MAJI Ops, COMINT Ops, COMSEC Ops, ELINT Ops, HUMINT Ops, AFOSI Nellis Div. 26th, 64th, 65th, 527th, 5021st T.O. Aggressor Sqdn. Cmndrs., 57th F.W. Cmndr., 552nd T.O.F. Cmndr., 554th O.S.W. Cmndr., 4440th T.F.T.G. Cmndr., 4450th T.G. Cmndr., 4477th TES-R.E. Cmndr., 37th F.W. Cmndr., Red Flag",[],[]
16 September 1991,"Brig. Gen. Thomas Dubose states the balloon story of Roswell was a “cover story” and information regarding the event was “more than” Top Secret. He states Maj. Gen. Clements McMullen told him secrecy came from the President and he would say nothing. He states in an affidavit material was taken by Col. Al Clark to Maj. Gen. McMullen in Washington DC, and then from there to Benjamin Chidlaw at Wright Field.",[],[]
