date,description,source,source_link,triplets
27 June 1979,"Anonymous informant claims in a forested area in southeastern Oregon near the Idaho border, near a hunter campsite, a UAP crash allegedly occurred on this date. The informant was charged with loading crates onto helicopters and by the time he arrived at the crash retrieval, the object had been removed from the deep ruts it created in the Earth and placed on a",,,"[{'head': 'Oregon', 'type': 'shares border with', 'tail': 'Idaho'}, ('Idaho', 'shares border with', 'Oregon')]"
13 August 1979,"Ret. USAF member William Draeger of Austin, TX writes Leonard Stringfield and states he discovered information about a “UFO crash” 30 miles northwest of Del Rio, TX that supposedly occurred in 1950. Draeger states a ret. US Col. claims he saw the crashed craft being “guarded” by Mexican troops; he also claims he called a Mexican Army Gen. who commanded that specific area of the border told him “yes, I know about that…I don’t have any papers or documents to prove it, but due to my position I know about that.”",,,"[('William Draeger', 'military branch', 'USAF')]"
,"**September 1979** — NORAD replies to a FOIA request for UAP tracking data that a search will require over 18,000 man hours and cost $294,157. Three years later it refuses to waive the fees.",,,"[{'head': 'NORAD', 'type': 'subsidiary', 'tail': 'UAP'}, ('UAP', 'parent organization', 'NORAD')]"
,"**July 1980** — AFOSI counterintelligence officer Richard C. Doty delivers a forged anonymous letter to U.S. civilian UAP investigative organization APRO. The fake letter claims a Civil Air Patrol cadet Craig R. Weitzel photographed a UAP landing near Pecos, NM. The letter claims Weitzel was soon visited by a man from the Department of Energy contractor, Sandia Laboratories, who told Weitzel the UAP was from Los Alamos National Laboratories and Weitzel shouldn’t have seen it.",,,"[{'head': 'Department of Energy', 'type': 'subsidiary', 'tail': 'Los Alamos National Laboratories'}, {'head': 'Sandia Laboratories', 'type': 'parent organization', 'tail': 'Department of Energy'}, ('Los Alamos National Laboratories', 'parent organization', 'Department of Energy')]"
17 November 1980,"AFOSI counterintelligence officer Richard C. Doty delivers a forged document to physicist and Coast Guard veteran Paul F. Bennewitz. Doty states he was ordered by his superiors to confuse Bennewitz, who had observed an NSA laser project at Kirtland AFB from his own property near the base. Doty convinced Bennewitz what he saw was of paranormal origin, UFOs, and Bennewitz developed delusional paranoia and was committed to a psychiatric hospital as a result of AFOSI’s actions. Sen. Peter Domenici met with AFOSI; existing documentation suggests AFOSI may have also misled Domenici because it did not inform him of the disinformation targeted at Bennewitz.",,,"[('Paul F. Bennewitz', 'military branch', 'Coast Guard')]"
18 November 1980,"U.S. civilian organization CAUS has sued the NSA for UAP documents. Chief Officer of Policy for the NSA, Eugene F. Yeates, writes two affidavits: the first an unclassified version that states the NSA’s UAP documents would compromise national security because they contain sensitive information regarding the interception of foreign communication; the second affidavit classified Top Secret Umbra is for Judge Gerhard A. Gesell, which he can only read with an “in camera” clearance. Judge Gesell sides with the NSA after reviewing the classified affidavit. This affidavit is later declassified with 25% redactions in 2014.",,,"[{'head': 'Chief Officer of Policy for the NSA', 'type': 'officeholder', 'tail': 'Eugene F. Yeates'}, ('Eugene F. Yeates', 'position held', 'Chief Officer of Policy for the NSA')]"
14 December 1980,"“Larry W.” writes Leonard Stringfield and claims that while at Arizona State University in 1975, a classmate of his “Mr. DR,” told him he witnessed a UAP “capture or retrieval” in 1968 while in the Army attending intelligence school in a remote desert area of Texas, approximately 50 miles from Big Spring, TX.",,,"[('Leonard Stringfield', 'educated at', 'Arizona State University')]"
,**1980s Undefined** — The fake USG document AFOSI counterintelligence officer Richard C. Doty delivers to Bennewitz makes its way to the American public and is the subject of various books and media. Doty redirects attention away from AFOSI’s surveillance of U.S. citizens interested in UAP by claiming “NASA” investigated Bennewitz. It was later admitted the NSA investigated Bennewitz and Doty changed the description in the fake document.,,,"[{'head': 'USG', 'type': 'subsidiary', 'tail': 'NSA'}, ('NSA', 'parent organization', 'USG')]"
,"**1980s** — AFOSI counterintelligence officer Richard C. Doty states the 7602nd Air Intelligence Group at Fort Belvoir, VA conducted psychological operations on U.S. citizens who inadvertently saw classified aerospace projects at the installation. Doty states the 7602nd would stage alien abductions and/or interactions to traumatize civilians near the base who witnessed USG or USG contractor projects.",,,"[('7602nd Air Intelligence Group', 'headquarters location', 'Fort Belvoir, VA')]"
,**July 1980** — Sunn Classic Pictures releases the film Hangar 18 about a cover-up following a crashed UAP in Arizona; the craft in the story is taken to the fictional “Wolf AFB” in Texas where it is analyzed. The occupants are described as near-human and match a similar story told to Linda Moulton Howe by AFOSI counterintelligence agent Richard Doty at Kirtland AFB three years later.,,,"[('Hangar 18', 'distributed by', 'Sunn Classic Pictures')]"
,"**1981** — Lawyer Andrew Basiago claims he served in a DARPA **Project Pegasus** in the 1970s which utilized time travel technologies to view different segments of human history. Basiago claims beginning in 1981-1983, he and William B. Stillings worked in a building at 999 N. Sepulveda Boulevard in El Segundo, CA operated by Hughes Aircraft. Basiago claims there is a “jump room” at this location that allowed for full teleportation of humans to a network of different jump rooms.",,,"[('Andrew Basiago', 'employer', 'DARPA')]"
,"**1982** — The daughter of “YR” states he worked for General Electric and accepted a contract job at WPAFB, where he and his assistant were taken by limousine, blindfolded, and taken to an underground level by elevator and taken to the work area. It was a morgue that was icy cold that had corpses inside glass cases, with humanoids who were short with clammy skin like a reptile and a head was like a frog, and webs on the hands.",,,"[{'head': 'General Electric', 'type': 'subsidiary', 'tail': 'WPAFB'}, ('WPAFB', 'parent organization', 'General Electric')]"
,"**1982** — USAF Col. “RC,” who founded a UFO group APRON, states his fiancé’s car was forced off the road in Las Vegas and his apartment was burglarized, with the things missing being Stringfield’s books. RC states he and his fiancé moved to Pensacola, FL and his fiancé was later killed in a car crash near Singing Sands, FL where she was forced off the road in a hit and run. RC agreed to meet three men at an airport about UFOs and then never contacted Stringfield again.",,,"[{'head': '“RC”', 'type': 'military branch', 'tail': 'USAF'}, ('“RC”', 'military branch', 'USAF')]"
,"**1982** — A USAF Capt. states while stationed at Fort Hood, in the late 1960s a pilot had to make a forced landing over a restricted air corridor at Gray AAF/Robert Gray Field. The pilot saw a huge section of land separating like giant sliding doors with vegetation intact revealing a huge corridor inside; the pilot was blindfolded and taken into the jeep inside the underground complex, inside a long corridor and interrogated by two men. He was blindfolded again where his aircraft was refused for him and was told not to speak of the incident.",,,"[('Gray AAF/Robert Gray Field', 'located in the administrative territorial entity', 'Fort Hood')]"
,"**1982** — Kit Green states he hired a retired senior USAF officer who was a physician to work on a science board at the CIA. This man told Green “the stories about alien incursions, recoveries and information are true.” He told Green he would clear him for the programs, but this never happened.",,,"[('Kit Green', 'employer', 'USAF')]"
25 February 1982,Civilian FOIA organized Ground Saucer Watch never receives a response from the State Department’s Bureau of Oceans and International Environmental and Scientific Affairs (OES).,,,"[{'head': 'State Department', 'type': 'subsidiary', 'tail': 'Bureau of Oceans and International Environmental and Scientific Affairs'}, ('Bureau of Oceans and International Environmental and Scientific Affairs', 'parent organization', 'State Department')]"
6 April 1982,NASA scientist Richard F. Haines tells Jacques Vallée he visited Vandenberg AFB and came back “certain” there was a secret government project to study UAP.,,,"[('Richard F. Haines', 'employer', 'NASA')]"
